county,fips,latitude,state,longitude,number_of_deaths,total_population,area_per_square_mile,population_density_per_square_mile,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19"
Lauderdale,1077,34.90141329,Alabama,-87.65401498,1553,-0.026898559,-0.12637108,-0.071857444,-0.04017078,-0.268394833,0.723542001,-0.172580925,-0.89272036,0.80769078,0.22782603,0.300611483,0.137137175,-0.071070702,-0.065758217,-0.090557778,-0.104330585
Lawrence,1079,34.52168287,Alabama,-87.31099415,666,-0.208992985,-0.120009484,-0.122114718,0.417291289,-1.29176664,-1.147525926,1.222474054,-0.479789116,-0.898452628,-1.472776346,-1.234197675,-0.049172157,-0.097862245,-0.12861557,-0.14019227,-0.147908196
Lee,1081,32.6011521,Alabama,-85.35547541,1701,0.161648273,-0.143023454,-0.008080679,0.767746711,0.545416305,1.473075494,0.689954925,0.095476372,-0.389784468,0.823988368,1.276143387,0.342493,-0.064182405,-0.065033378,-0.035276601,-0.034257585
Limestone,1083,34.81010556,Alabama,-86.98140612,1258,-0.03423056,-0.156205372,-0.059371553,0.37538901,0.476595067,0.190778572,0.192683656,0.133204373,-0.798375446,0.693891422,0.141659,0.093157091,-0.053728598,-0.079160648,-0.08605893,-0.09699513
Lowndes,1085,32.15475389,Alabama,-86.65010295,249,-0.279323605,-0.113023237,-0.140833817,1.659815059,-1.47689577,-1.552716541,1.642683827,-1.078937468,1.609688612,-1.326417281,-0.443590882,1.35334233,-0.125448912,-0.160854361,-0.158095164,-0.154772268
Macon,1087,32.38596506,Alabama,-85.69265703,431,-0.251278086,-0.142647971,-0.13105984,1.690635744,-1.447302638,-0.357196791,0.904206619,-0.402602471,1.659382109,1.550939659,1.469033436,1.393166815,-0.119916513,-0.156908011,-0.149417012,-0.149648689
Madison,1089,34.76309646,Alabama,-86.55023073,4805,0.764526971,-0.089297246,0.093834898,0.859516165,0.485197722,1.306781393,-1.043064822,-0.844262377,-0.50746143,0.310520632,-0.491034216,-0.680823126,0.033852376,0.068090801,0.129667162,0.225590869
Marengo,1091,32.24767124,Alabama,-87.78954307,415,-0.250103244,-0.040771454,-0.137616423,1.409440286,-1.458314036,-0.144921161,1.230076533,-0.880605864,1.59657505,-1.008094965,0.350132627,1.363385026,-0.120519135,-0.150573953,-0.1488494,-0.150885165
Marion,1093,34.13656412,Alabama,-87.88713856,620,-0.218816144,-0.105719566,-0.126380926,-0.707144242,-0.985856238,-0.625825723,1.056256208,-0.83457078,-0.202053478,0.00119438,-0.394069738,0.434955066,-0.101879721,-0.139023891,-0.136618419,-0.148687792
Marshall,1095,34.36696256,Alabama,-86.30664428,1777,-0.021076631,-0.154571191,-0.056102017,0.128477235,1.380217921,-0.720554587,0.481923442,1.058751856,-0.330428346,-1.034391156,-0.359785869,0.995960861,-0.039809718,-0.0797481,-0.081610536,-0.113616844
Mobile,1097,30.79152145,Alabama,-88.20647692,7126,0.962337221,0.029140265,0.038425334,1.138287523,0.003104951,1.18577737,-0.400309741,0.056017728,0.511255265,0.366919042,0.86058134,0.993883061,0.177594315,0.274594353,0.178275748,0.076031698
Monroe,1099,31.57088474,Alabama,-87.36543553,419,-0.244232107,-0.027259228,-0.137124763,1.236636674,-1.396719028,-0.717097329,1.179278148,-1.464870692,1.59657505,-1.058611332,-0.314766648,0.862635409,-0.120560983,-0.141184198,-0.14979542,-0.151342045
Montgomery,1101,32.22026918,Alabama,-86.20762341,3323,0.387528646,-0.094071746,0.01223431,1.551769514,0.6452071,1.14394455,-1.13740468,-0.056474019,1.079279547,0.617770868,0.825258566,1.071107933,0.028964447,0.00423857,0.014265391,0.023689977
Morgan,1103,34.45347499,Alabama,-86.85294744,1988,0.055875549,-0.150828702,-0.034245003,0.424909885,0.962817113,0.799601672,0.124261341,0.165048191,-0.567852833,-0.367990306,0.000714206,0.759091747,-0.028292954,-0.055326209,-0.056791188,-0.091537957
Perry,1105,32.63846817,Alabama,-87.29441186,204,-0.281504137,-0.11198445,-0.141424686,1.625531377,-0.740508525,0.79407006,1.326835363,1.35088427,1.641782329,1.385896458,1.730491224,1.731501792,-0.129792808,-0.163829521,-0.159503682,-0.153673581
Pickens,1107,33.28080083,Alabama,-88.08875635,327,-0.250177056,-0.067198006,-0.136394112,1.226593979,0.243291071,-0.531096859,1.027574126,-0.285611054,1.495462587,1.075186196,1.308003143,1.51644957,-0.11581534,-0.148593671,-0.146810202,-0.151109979
Pike,1109,31.80273315,Alabama,-85.94093763,521,-0.209472764,-0.125151708,-0.121499668,1.1846917,0.662756516,0.813776429,1.223510756,0.005136846,0.686907974,1.167568869,1.583659301,1.438185799,-0.113965627,-0.141435286,-0.144548165,-0.141925249
Randolph,1111,33.29379108,Alabama,-85.45913323,460,-0.242263785,-0.150499326,-0.127372748,0.474777059,-1.414268444,-0.672152977,1.203467855,1.309002727,0.190318095,0.116759221,1.06559195,1.048944741,-0.111354268,-0.148053595,-0.146499067,-0.149079403
Russell,1113,32.28840212,Alabama,-85.18492879,1098,-0.131481064,-0.133720494,-0.098166816,1.345721118,-0.04919919,0.602537977,0.496091699,0.860420252,1.217662133,-1.100477637,1.022650538,1.347801532,-0.085541985,-0.11614643,-0.108679308,-0.1333787
St. Clair,1115,33.71569927,Alabama,-86.31470916,1519,-0.04555149,-0.136281245,-0.07282458,-0.153757122,-0.469008741,-0.572929678,1.246663761,-1.2751923,-1.463025973,0.307406609,-0.896899814,-0.592516659,-0.058834141,-0.070609433,-0.080265086,-0.122707298
Shelby,1117,33.26428465,Alabama,-86.66066941,2188,0.32158677,-0.093793362,-0.003159739,0.302666047,0.769085328,1.112137778,-0.366444151,-1.226734317,-1.463025973,-0.591507933,-1.171517067,-1.359917178,-0.049041543,-0.037513152,0.017683675,0.067844126
Sumter,1119,32.59106113,Alabama,-88.1988513,238,-0.270958235,-0.060979999,-0.140867094,1.65773726,0.183072488,1.23003027,1.516206214,-1.435103645,1.692166014,1.248187455,1.637682367,1.644234224,-0.129240405,-0.16057011,-0.155101538,-0.152208666
Talladega,1121,33.38008735,Alabama,-86.16589091,1705,-0.062525195,-0.107246392,-0.087840729,0.945398521,-0.39330538,-0.243798735,1.230076533,-0.628278222,0.873603683,0.913257018,1.064553045,1.330140238,-0.046061915,-0.084670378,-0.09071755,-0.128157219
Tallapoosa,1123,32.86238365,Alabama,-85.797503,807,-0.18584982,-0.112854596,-0.117243529,0.718225836,-0.639685411,0.411005895,0.78222138,1.209663861,1.122071169,-0.479403117,1.384189519,1.417407807,-0.091827661,-0.129700461,-0.129664124,-0.139361647
Tuscaloosa,1125,33.28957824,Alabama,-87.52511536,2750,0.310884017,0.05468796,-0.063821016,0.970678408,0.156576311,1.572298793,-0.108996551,0.190315568,0.467083267,1.092832325,1.430593947,0.433916166,-0.012398815,0.008653935,-0.01478792,-0.014724169
Walker,1127,33.80331673,Alabama,-87.29733269,1675,-0.110084785,-0.092180756,-0.102923275,-0.430450682,-0.0997828,-1.366716071,1.469900203,-0.231615016,0.136483472,-0.669704502,-0.421773875,0.96964207,-0.070108182,-0.094548098,-0.103146145,-0.140112234
Washington,1129,31.40763462,Alabama,-88.20786221,313,-0.259812609,-0.012165142,-0.140335321,0.879255255,-0.241210444,-1.6339621,1.577717184,-0.30672489,-1.300486825,-1.301159097,-1.298263491,0.818655325,-0.121749487,-0.150971904,-0.15239382,-0.153321856
Wilcox,1131,31.9893103,Alabama,-87.30819998,258,-0.277619776,-0.065241166,-0.142081641,1.642153768,-1.256667809,-1.407511713,1.671365909,-1.554171833,1.687679795,0.260004264,0.276370363,1.285121255,-0.12422693,-0.160816461,-0.157901756,-0.15530892
Winston,1133,34.14920425,Alabama,-87.37366922,515,-0.237964231,-0.141520868,-0.127250489,-1.051366267,-0.146925348,-0.974663036,1.389728602,-0.22400019,0.511255265,-0.437536812,0.06443372,0.838394418,-0.107822237,-0.143060254,-0.145195662,-0.150551571
Aleutians East,2013,55.6854324,Alaska,-161.2444121,,-0.301670215,1.621783426,-0.148780653,1.695137641,1.66204089,0.139265431,-1.205826995,0.828576435,1.715287294,1.72843895,1.42713093,0.106316486,-0.135065745,-0.168732849,-0.161870833,-0.157441025
Aleutians West,2016,53.66775033,Alaska,-166.8904227,,-0.294242874,0.904250114,-0.148319464,1.651157564,1.533689281,1.590967985,-1.489537705,1.700127878,1.686644514,1.707332797,1.715946552,-0.160334417,-0.134605409,-0.166487267,-0.159432205,-0.155983361
Anchorage,2020,61.15077639,Alaska,-149.104986,3203,0.608746555,0.161258946,-0.051472577,1.076646155,1.00548628,1.394941467,-1.07589371,1.340846544,-0.1402817,0.489057931,0.989405575,-0.344565949,-0.040311903,0.038765581,0.112066994,0.092686047
Bethel,2050,60.94731083,Alaska,-159.5223609,249,-0.256810918,10.92094139,-0.148798267,1.713837832,1.147946243,0.389916622,-1.331267906,1.72885654,1.739443855,0.747867814,1.447216429,1.602678239,-0.122586461,-0.152563709,-0.155908808,-0.154311762
Bristol Bay,2060,58.74195143,Alaska,-156.7028794,,-0.308919178,-0.171734162,-0.148003432,1.267457358,-1.716737784,-0.492721297,-1.094554341,1.48725888,1.421957622,1.086258277,1.178140004,-0.693982522,-0.137928197,-0.173006088,-0.164305257,-0.158013937
Denali,2068,63.6731969,Alaska,-150.0094545,,-0.305280857,3.218047041,-0.148950776,-0.075493362,-1.716737784,-0.452962832,-0.252061392,1.628479288,-1.699415179,1.693146694,0.415237347,-1.651155372,-0.138037003,-0.172115435,-0.163077534,-0.156110272
Dillingham,2070,59.80880284,Alaska,-158.1908234,65,-0.296500293,4.829677285,-0.148894313,1.686133846,0.502747138,-0.293583247,-1.471913776,1.72435687,1.733922355,1.119128516,1.32150891,1.205472284,-0.134931829,-0.169012362,-0.161938106,-0.156215427
Fairbanks North Star,2090,64.8079232,Alaska,-146.5636793,942,-0.003804602,1.72182318,-0.141456398,0.646541772,0.239850009,1.118706568,-1.05826978,1.535716863,-0.261064506,0.939553209,1.127233653,-0.524295584,-0.109738908,-0.107827353,-0.059923563,-0.088180254
Haines,2100,59.11469218,Alaska,-135.7005215,,-0.304041429,0.331137845,-0.148437378,0.403092996,-0.242242763,-0.133857936,-1.430100139,1.691128538,1.107577233,0.262080279,0.748033286,-1.185728342,-0.137861239,-0.17147587,-0.162615035,-0.156266191
Hoonah-Angoon,2105,58.74655112,Alaska,-136.5604589,,-0.305336216,1.502399719,-0.148864578,1.352300815,-1.356458604,-1.336983654,-0.911058133,1.328732049,1.726330293,1.273445639,1.024728349,-0.195657004,-0.137350685,-0.170997381,-0.162787421,-0.157208959
Juneau,2110,58.46978772,Alaska,-134.1576529,347,-0.211788618,0.436843292,-0.142347218,0.84843457,0.481068448,1.337896713,-0.436594302,1.407995464,0.467083267,0.218137959,1.367567037,-0.769129594,-0.131399798,-0.151024017,-0.130740484,-0.127109296
Kenai Peninsula,2122,60.18722842,Alaska,-150.2951884,848,-0.134553493,4.13928875,-0.147048869,0.181461108,-0.395370017,0.235031472,-0.911058133,1.305541442,0.295916776,0.668633238,0.792013603,-0.469233904,-0.113329527,-0.113943485,-0.102254784,-0.122290304
Ketchikan Gateway,2130,55.59645414,Alaska,-130.9176881,169,-0.269635768,1.03386014,-0.14747308,0.900033244,0.49620912,1.514908313,-1.241074854,1.377190032,1.507540867,0.12886931,1.450333144,0.022511917,-0.132412537,-0.16055116,-0.149904737,-0.149695828
Kodiak Island,2150,57.4309746,Alaska,-153.5372858,107,-0.269011441,1.502288996,-0.14786148,1.315939333,1.438371867,1.360714615,-0.805314555,1.658246335,-0.1402817,0.287338463,1.1570156,0.035671312,-0.130613043,-0.161550776,-0.153167454,-0.149463762
Kusilvak,2158,62.15453871,Alaska,-163.3786399,129,-0.287233801,4.417885706,-0.148783193,1.728036125,0.49173574,-1.439318485,-1.562106827,1.73093331,1.744965355,-0.081500221,0.12953844,1.38104632,-0.131157076,-0.163478944,-0.162030606,-0.157963173
Lake and Peninsula,2164,58.64913534,Alaska,-156.1787801,,-0.307476766,6.181162888,-0.149010038,1.672974453,0.043709481,-1.604229683,-1.580767459,1.675898886,1.736338011,1.166530861,0.69193241,1.041326144,-0.137325575,-0.172195972,-0.164158098,-0.157995807
Matanuska-Susitna,2170,62.31573986,Alaska,-149.5706789,1133,-0.008328668,6.501680372,-0.146812682,0.230981983,-0.161033702,-0.348553646,-1.241074854,1.522563982,-1.334651105,-0.036519894,-0.773270105,-0.852934163,-0.09800453,-0.067274222,-0.055487783,-0.10513919
Nome,2180,65.03932964,Alaska,-163.5105174,153,-0.281433401,6.046252002,-0.148804179,1.691674643,0.544383987,0.099506966,-1.607376137,1.726433641,1.738408574,0.839212479,1.312505066,1.459310091,-0.131115227,-0.163365244,-0.158889821,-0.155301668
North Slope,2185,69.31184813,Alaska,-153.4794806,115,-0.28204235,24.28458485,-0.148982889,1.605792287,0.212321514,1.304707038,-1.607376137,1.727472026,1.734957636,1.71736687,1.706250105,0.789912436,-0.13265526,-0.160878049,-0.156955736,-0.154634479
Northwest Arctic,2188,67.05300248,Alaska,-159.7210084,117,-0.288064187,9.554711764,-0.148922946,1.711760033,0.204751178,0.898479246,-1.524785565,1.729894925,1.742894792,0.645451069,1.510935943,1.514371771,-0.132094487,-0.164814924,-0.161219131,-0.156512761
Petersburg,2195,57.27475293,Alaska,-132.8640564,,-0.301986992,0.496527712,-0.148434114,0.800991494,-0.909464664,0.348083802,-0.070293019,0.743428835,1.653860609,0.948549275,1.545219812,-0.326904656,-0.136346316,-0.170822093,-0.162497309,-0.156273443
Prince of Wales-Hyder,2198,55.49702772,Alaska,-132.8424637,113,-0.292213041,1.145609166,-0.148369643,1.414981083,-1.537114354,-0.182259546,0.445638881,1.563407139,1.541705147,-0.342732122,1.377609786,0.732772957,-0.134814653,-0.16611774,-0.158734253,-0.155580872
Sitka,2220,56.94758231,Alaska,-135.0525219,92,-0.284379733,0.483459829,-0.147314529,1.002884292,0.960752476,0.845583201,-0.139752036,1.128323675,1.699758076,0.733681711,1.639067574,-0.136093425,-0.135526081,-0.166146165,-0.156451193,-0.151095475
Skagway,2230,59.56170602,Alaska,-135.3374675,,-0.308697741,-0.186000758,-0.147796389,0.43391368,-1.716737784,0.053179711,-0.436594302,0.839306417,1.495462587,1.581733883,1.523056502,-1.387621168,-0.137861239,-0.172920812,-0.16391844,-0.15760057
Southeast Fairbanks,2240,63.87691391,Alaska,-143.2068104,82,-0.290380041,6.545886235,-0.148886957,0.475815959,1.146913924,-0.564286534,-0.745876989,1.649246996,0.64308107,1.190751037,1.082214432,0.36985069,-0.134412905,-0.166795205,-0.158397891,-0.155305294
Valdez-Cordova,2261,61.62570433,Alaska,-144.3063895,109,-0.282531355,9.167919358,-0.148888796,0.69086815,0.94320306,1.129769793,-0.117635732,1.34846137,0.467083267,0.634378988,1.497776478,-0.104233837,-0.135735325,-0.164658586,-0.156039149,-0.151287654
Wrangell,2275,56.32884265,Alaska,-131.9381902,,-0.304432018,0.392403313,-0.148517954,0.821769484,0.944235379,0.438663957,0.481923442,0.237735166,1.586912426,0.03960066,1.30938835,0.753550949,-0.136078484,-0.170902631,-0.162648672,-0.157176325
Yakutat,2282,59.88848326,Alaska,-140.3502392,,-0.309829527,1.806584917,-0.148996531,1.444762868,0.434958218,0.632270394,-0.489466091,1.589712902,1.62521783,1.500423291,1.705211199,0.141639073,-0.137919827,-0.173418251,-0.164574347,-0.158169856
Yukon-Koyukuk,2290,65.50873343,Alaska,-151.3915425,114,-0.294593481,39.96969116,-0.149022099,1.669857754,-1.158941651,-1.427218083,-1.464311296,1.720895585,1.737373292,0.454803682,0.483458783,1.279580457,-0.134203662,-0.16756742,-0.160567429,-0.156835478
Apache,4001,35.39553039,Arizona,-109.4888332,1296,-0.089315908,2.78888045,-0.145449233,1.680939349,1.430801531,-1.267492772,1.175131341,1.718818815,1.456121901,0.005346411,1.396310078,1.691677306,-0.064517195,-0.10546807,-0.097449005,-0.138484148
Cochise,4003,31.87961343,Arizona,-109.7511763,1785,0.082392542,1.39548385,-0.13747643,1.194734395,1.425295832,1.071342136,1.163036487,0.915454676,-0.072298235,1.42880077,1.673005141,1.49013078,-0.045702016,-0.074044132,-0.017205525,-0.085094504
Coconino,4005,35.83874572,Arizona,-111.7705113,1508,0.112800047,4.843500391,-0.144918276,1.239753372,0.993442564,1.166071,0.386201315,1.629517674,-0.1402817,1.422226722,1.66884952,0.913541491,-0.072326164,-0.087375499,-0.052325975,-0.049599311
Gila,4007,33.79975251,Arizona,-110.8117163,1154,-0.148264088,1.006060097,-0.142825762,0.960982013,0.819324832,-0.914161024,1.163036487,1.28581212,0.60788151,-0.056242038,1.028191366,1.425026404,-0.093233778,-0.122219924,-0.09951343,-0.131815881
Graham,4009,32.93270473,Arizona,-109.8874085,465,-0.196395722,0.968604456,-0.144527161,1.305896638,1.16446334,-0.008359478,1.413918309,1.621902848,-0.022949831,1.554399684,1.68097008,1.611335736,-0.108994001,-0.141861662,-0.123979597,-0.145507765
Greenlee,4011,33.21522675,Arizona,-109.2401435,103,-0.283447856,0.198737503,-0.1462577,1.365460208,1.048499554,-0.959451101,1.471973607,1.534678478,-1.369850665,-1.257908783,-0.382988084,0.446036662,-0.132395798,-0.164492773,-0.155421082,-0.155664271
La Paz,4012,33.72928687,Arizona,-113.9813065,505,-0.249371274,0.93452941,-0.146533233,1.102964941,1.465900362,-1.003358275,1.718363054,1.544716203,0.997837426,-0.817447577,1.190260564,1.443726597,-0.107261464,-0.150431827,-0.142424876,-0.151541476
Maricopa,4013,33.34881254,Arizona,-112.4913064,43437,12.26253147,2.235642296,0.098206522,1.174649005,1.455921282,1.543603553,-0.926263092,1.394842583,0.417734864,-0.844781776,0.787857982,0.508716939,2.819201878,2.880019287,3.784834392,3.254709805
Mohave,4015,35.70410309,Arizona,-113.7579647,4801,0.314445451,3.374055319,-0.140533252,0.331408932,0.945267697,0.485682663,1.413918309,1.263659899,-0.1402817,0.691815406,1.562881199,1.420524505,0.046457206,0.091096175,0.086356285,-0.084180745
Navajo,4017,35.39966398,Arizona,-110.3214125,1820,0.020980883,2.443479072,-0.14299342,1.464848258,1.358539231,-0.849164577,1.179278148,1.671399217,1.264939974,0.292874503,1.52859733,1.712801599,-0.040152878,-0.072817115,-0.053116427,-0.119523645
Pima,4019,32.09742991,Arizona,-111.7899057,12658,2.773953478,2.232326257,-0.088288762,1.261916561,1.353033532,1.520439926,-0.070293019,1.302426286,1.165898073,0.509818082,1.658806771,1.287199054,0.530429133,0.550824654,0.810885321,0.649103745
Pinal,4021,32.90439693,Arizona,-111.3446816,4896,0.91101629,1.174349787,-0.1078215,1.136209724,1.27733017,-0.372754451,0.937381075,1.239430908,-0.798375446,1.198363093,1.099875819,1.24425787,0.218363325,0.240924832,0.300081019,0.053481427
Santa Cruz,4023,31.5260312,Arizona,-110.8466007,351,-0.168660829,0.031222795,-0.128108838,1.693059842,1.678213881,0.700378373,-0.858186344,1.557869084,-0.1402817,-1.370359601,-0.150619639,1.437146899,-0.08085493,-0.134333751,-0.131337527,-0.136823427
Yavapai,4025,34.59990128,Arizona,-112.5539127,3621,0.36044576,1.937831297,-0.134074422,0.192542702,0.890554813,0.238143004,1.007876793,0.752428175,-0.898452628,-0.040671924,0.506660997,0.158261467,-0.006983593,0.040381074,0.12452502,0.005875299
Yuma,4027,32.76943011,Arizona,-113.9055971,1994,0.313409006,1.215374479,-0.128533393,1.592632893,1.692666341,0.668571601,1.530374472,1.584520975,0.136483472,0.640953036,1.68304789,1.696179205,0.158410867,-0.012726472,0.015959817,-0.08633098
Arkansas,5001,34.29081529,Arkansas,-91.37491716,364,-0.254707273,-0.037471457,-0.138596398,0.679786556,-0.781113055,-0.140426726,0.63915654,-1.099012918,1.246304913,-0.680776583,-0.099713289,0.959599374,-0.121515134,-0.15122773,-0.149950987,-0.151429069
Ashley,5003,33.19121662,Arkansas,-91.76846303,398,-0.247264554,-0.055038851,-0.136425143,0.765668912,0.27047546,-1.070429077,1.214526007,-0.132622278,0.242082154,-1.212928455,-0.566181686,0.932241684,-0.118937254,-0.145566399,-0.149395989,-0.152357333
Baxter,5005,36.28721474,Arkansas,-92.33695365,797,-0.185745252,-0.157771224,-0.107901657,-1.257414663,-0.716421092,-0.044660685,0.595269499,-0.493980383,-1.002670935,-0.905678219,-0.934300398,-0.67181933,-0.108274203,-0.119467428,-0.119077114,-0.137929365
Benton,5007,36.3387302,Arkansas,-94.25620568,2590,0.442392558,-0.076596855,0.011932697,0.503173645,1.204035552,0.92268005,-0.911058133,0.866996693,-1.405050226,-1.037851181,-0.825215361,-0.804452181,0.027951708,0.066271595,0.025272854,0.051777193
Boone,5009,36.30859684,Arkansas,-93.09154006,617,-0.197096937,-0.14779121,-0.113892188,-1.06556456,-1.547093433,-0.000753511,0.328837152,0.652050924,0.030884791,-0.655518399,0.111877053,0.253147632,-0.110868823,-0.133021459,-0.123836643,-0.143328522
Bradley,5011,33.46642522,Arkansas,-92.16239583,215,-0.277690513,-0.131482783,-0.139535703,1.186769499,1.198529853,0.18766704,0.717254738,1.384804858,1.517548586,-0.141012654,1.553877354,1.705183001,-0.126310996,-0.159409419,-0.15719119,-0.154623601
Calhoun,5013,33.55803676,Arkansas,-92.50305009,122,-0.295792928,-0.137206022,-0.144432408,0.585939303,-1.716737784,-1.621861698,1.405970262,-1.046055265,-0.50746143,0.471411802,-0.724787867,0.236525238,-0.133341579,-0.166250391,-0.16082811,-0.156995023
Carroll,5015,36.34102504,Arkansas,-93.53824639,500,-0.226655603,-0.136814165,-0.124591575,0.1966983,1.386755938,-0.771030551,0.496091699,1.402457409,0.242082154,-1.149955997,0.034651773,0.632345994,-0.115447071,-0.14032197,-0.140919654,-0.143256001
Chicot,5017,33.26721785,Arkansas,-91.29398408,230,-0.277404491,-0.132846663,-0.13938271,1.515408032,0.232279673,0.678597649,0.843732351,0.418414218,1.668009452,1.23919139,1.703825993,1.722844295,-0.126269147,-0.160698023,-0.15683801,-0.154246494
Clark,5019,34.05098432,Arkansas,-93.17637293,316,-0.242051575,-0.071449442,-0.134472781,0.706105342,-0.0275205,0.925100131,0.928741893,0.383109116,0.295916776,1.591767956,1.622445092,1.286160155,-0.127173079,-0.155283043,-0.146877475,-0.145812351
Clay,5021,36.3682702,Arkansas,-90.41755555,329,-0.265062494,-0.134192806,-0.135818003,-1.439222071,-1.17889981,-0.989183518,-0.108996551,0.475871541,0.686907974,-1.315345201,-0.702970859,0.521876334,-0.122804074,-0.153226961,-0.152835296,-0.153735224
Cleburne,5023,35.53810667,Arkansas,-92.0267315,487,-0.233123388,-0.157935444,-0.123335462,-1.20443079,-1.152403634,-0.874748285,1.149559365,-0.093855892,-1.434728287,-0.644446318,-0.955424802,-0.448109611,-0.116258936,-0.136186119,-0.1435601,-0.14799522
Cleveland,5025,33.89837361,Arkansas,-92.18519232,156,-0.285917485,-0.145727888,-0.141206753,-0.014890892,-0.116299897,-1.426180906,1.460915455,-1.043978494,-0.62582858,-1.201856375,-1.249781252,0.458157157,-0.133274621,-0.161550776,-0.158809935,-0.155174757
Columbia,5027,33.2142959,Arkansas,-93.22732085,399,-0.237487528,-0.099137136,-0.131492971,1.091883347,0.211289195,0.899516423,0.953968303,0.099976042,0.295916776,1.309775904,1.527558425,1.466928688,-0.120912513,-0.14514476,-0.150110759,-0.148093123
Conway,5029,35.26225009,Arkansas,-92.70130274,405,-0.247046193,-0.158332389,-0.127828945,0.155834921,-0.008938766,-0.752361358,0.595269499,0.862497023,0.417734864,-0.852739834,0.065472625,0.962023473,-0.122544612,-0.144026707,-0.148428947,-0.150326757
Craighead,5031,35.83079712,Arkansas,-90.63283948,1390,0.004603826,-0.115412927,-0.06812027,0.345607225,0.185137125,1.218967045,-0.730326462,0.484524753,0.772491219,0.790772127,1.231124165,0.897957996,-0.076628211,-0.061134403,-0.082556555,-0.092933978
Crawford,5033,35.58909134,Arkansas,-94.24282934,1009,-0.121359582,-0.14755688,-0.09076895,-0.085536057,0.530275633,-0.03359746,0.139811867,1.253622174,-1.100677555,-1.179712214,-0.554061126,0.556160021,-0.085123498,-0.099489326,-0.108847489,-0.134067645
Crittenden,5035,35.20794893,Arkansas,-90.30884392,923,-0.159545036,-0.142254402,-0.103914691,1.438183171,-0.481052458,0.500203146,-0.281780175,1.327693663,1.477862806,-0.568325764,1.197879201,1.460348991,-0.09317519,-0.123105839,-0.125644592,-0.138951905
Cross,5037,35.2957176,Arkansas,-90.77122099,362,-0.258520898,-0.140579175,-0.133403345,0.57277991,-1.088055776,-0.930755861,0.65919944,-0.469751391,0.965053522,-0.790805383,-0.371906429,0.83389252,-0.122486024,-0.151483556,-0.15180939,-0.152509626
Dallas,5039,33.9698172,Arkansas,-92.65445049,178,-0.288018054,-0.126457832,-0.142593384,1.259492462,0.177566789,-0.738186601,1.007876793,-1.331611238,1.586912426,1.340570128,0.926724966,1.260880264,-0.131332841,-0.163379457,-0.159163115,-0.156320582
Desha,5041,33.83329066,Arkansas,-91.25398866,267,-0.274190589,-0.098561862,-0.140183345,1.398704991,0.782161363,-0.746829746,0.375143163,-1.018364988,1.641782329,-1.441982122,-0.669725896,1.527531166,-0.12584229,-0.157580738,-0.157855506,-0.154543828
Drew,5043,33.58945056,Arkansas,-91.72000352,321,-0.254341288,-0.081892638,-0.136492933,0.797528496,-1.167888412,0.814813607,1.487524133,-0.97094539,-0.62582858,1.108056436,0.892441097,1.220016879,-0.125474022,-0.154624528,-0.151082006,-0.148901728
Faulkner,5045,35.14698891,Arkansas,-92.33204986,1529,0.058526633,-0.13184934,-0.045651178,0.183538907,-0.483117095,1.366246227,0.227931515,0.31284504,-0.50746143,0.90529896,1.141778325,-0.236520389,-0.086387329,-0.064625951,-0.066932517,-0.074470241
Franklin,5047,35.51232578,Arkansas,-93.89064485,329,-0.257075411,-0.142661873,-0.13278067,-0.791987699,-0.281470868,-1.02755908,0.544471114,0.667626704,-0.844618006,-0.027523829,-0.439435262,0.526378232,-0.121875033,-0.150763453,-0.149787011,-0.153242084
Fulton,5049,36.38166856,Arkansas,-91.81822275,244,-0.274338213,-0.140077291,-0.138077375,-1.356802713,-0.492063856,-1.035165047,1.12122285,1.537101377,-0.454662089,-0.503623293,0.274985157,0.579362113,-0.127574827,-0.159096743,-0.151258596,-0.15460547
Garland,5051,34.57667395,Arkansas,-93.15041723,1896,-0.013126454,-0.123570768,-0.069333966,0.101812148,0.314521052,1.092431409,0.338858602,0.655512208,0.873603683,0.23336207,1.42505312,1.155951402,-0.073138029,-0.067705336,-0.056908914,-0.102459555
Grant,5053,34.29000541,Arkansas,-92.42361729,293,-0.256315762,-0.136307075,-0.133154004,-0.859516165,-1.339941507,-0.559792098,1.262905422,-0.092817506,-1.546538656,-1.339565377,-1.095330691,-0.892412349,-0.12845365,-0.147731444,-0.150089737,-0.149902511
Greene,5055,36.11757281,Arkansas,-90.55898482,796,-0.177278391,-0.151291453,-0.106917372,-1.047903269,-1.455905293,-0.051229475,0.247628848,-0.398102801,-1.270808764,-0.496703243,-0.973086189,-0.26076138,-0.108650841,-0.108779593,-0.132064911,-0.140913587
Hempstead,5057,33.73532953,Arkansas,-93.66848457,377,-0.243515515,-0.109809245,-0.132061811,1.211010487,1.392261637,-0.288051635,0.843732351,0.891225684,0.726593753,-0.502239283,0.838418031,1.645619423,-0.117397221,-0.149124273,-0.146726112,-0.150692986
